file_path	match_count	area	phase
.opencode/skills/sk-deep-review/manual_testing_playbook/07--command-flow-stress-tests/057-write-boundary-reducer-owned-files.md	3	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/07--command-flow-stress-tests/setup-cp-sandbox.sh	3	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/manual_testing_playbook.md	84	skill-folder-root	002
.opencode/skills/sk-deep-review/references/loop_protocol.md	5	skill-folder-root	002
.opencode/skills/sk-deep-review/references/quick_reference.md	1	skill-folder-root	002
.opencode/skills/sk-deep-review/references/state_format.md	4	skill-folder-root	002
.opencode/skills/sk-deep-review/scripts/tests/fixtures/blocked-stop-session/README.md	3	skill-folder-root	002
.opencode/skills/sk-deep-review/scripts/tests/fixtures/blocked-stop-session/review/deep-review-config.json	1	skill-folder-root	002
.opencode/skills/sk-improve-agent/manual_testing_playbook/06--end-to-end-loop/022-mutation-coverage-graph-tracking.md	1	opencode-references	003
.opencode/skills/sk-improve-agent/manual_testing_playbook/06--end-to-end-loop/023-trade-off-detection.md	1	opencode-references	003
.opencode/skills/sk-improve-agent/manual_testing_playbook/06--end-to-end-loop/024-candidate-lineage.md	1	opencode-references	003
.opencode/skills/system-spec-kit/ARCHITECTURE.md	1	opencode-references	003
.opencode/skills/system-spec-kit/README.md	2	opencode-references	003
.opencode/skills/system-spec-kit/SKILL.md	4	opencode-skill-md	003
.opencode/skills/system-spec-kit/mcp_server/code_graph/tests/code-graph-indexer.vitest.ts	1	test-fixture	003
.opencode/skills/system-spec-kit/mcp_server/scripts/tests/resource-map-extractor.vitest.ts	10	test-fixture	003
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/graph-metadata.json	2	mcp-server	003
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/lib/scorer/aliases.ts	4	mcp-server	003
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/lib/scorer/fusion.ts	10	mcp-server	003
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/lib/scorer/lanes/explicit.ts	12	mcp-server	003
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/lib/scorer/lanes/lexical.ts	2	mcp-server	003
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/lib/scorer/scoring-constants.ts	1	mcp-server	003
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/scripts/skill-graph.json	11	skill-graph	002
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/scripts/skill_advisor.py	47	mcp-server	003
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/tests/python/test_skill_advisor.py	15	mcp-server	003
.opencode/skills/system-spec-kit/mcp_server/skill_advisor/tests/scorer/native-scorer.vitest.ts	9	test-fixture	003
.opencode/skills/system-spec-kit/mcp_server/tests/deep-loop/prompt-pack.vitest.ts	16	test-fixture	003
.opencode/skills/system-spec-kit/mcp_server/tests/remediation-008-docs.vitest.ts	2	test-fixture	003
.opencode/skills/system-spec-kit/references/intake-contract.md	1	opencode-references	003
.opencode/skills/system-spec-kit/references/structure/folder_structure.md	2	opencode-references	003
.opencode/skills/system-spec-kit/scripts/.folder-list.txt	24	script	003
.opencode/skills/system-spec-kit/scripts/.scan-lines.txt	24	script	003
.opencode/skills/system-spec-kit/scripts/.unscanned.txt	11	script	003
.opencode/skills/system-spec-kit/scripts/observability/smart-router-measurement-report.md	2	script	003
.opencode/skills/system-spec-kit/scripts/optimizer/optimizer-manifest.json	6	script	003
.opencode/skills/system-spec-kit/scripts/tests/deep-research-contract-parity.vitest.ts	9	test-fixture	003
.opencode/skills/system-spec-kit/scripts/tests/deep-research-reducer.vitest.ts	1	test-fixture	003
.opencode/skills/system-spec-kit/scripts/tests/deep-review-contract-parity.vitest.ts	8	test-fixture	003
.opencode/skills/system-spec-kit/scripts/tests/deep-review-reducer-schema.vitest.ts	6	test-fixture	003
.opencode/skills/system-spec-kit/scripts/tests/graph-aware-stop.vitest.ts	1	test-fixture	003
.opencode/skills/system-spec-kit/scripts/tests/review-reducer-fail-closed.vitest.ts	3	test-fixture	003
.opencode/specs/00--barter/002-skill-doc-template-alignment/implementation-summary.md	1	spec-folder-active	003
.opencode/specs/descriptions.json	49	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/057-cmd-spec-kit-ux-upgrade/research/_driver.sh	2	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/057-cmd-spec-kit-ux-upgrade/research/deep-research-config.json	4	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/057-cmd-spec-kit-ux-upgrade/research/deep-research-strategy.md	1	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/057-cmd-spec-kit-ux-upgrade/research/research.md	2	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/057-cmd-spec-kit-ux-upgrade/research/resource-map.md	1	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-01-oh-my-opencode-slim/deep-research-config.json	4	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-01-oh-my-opencode-slim/deep-research-dashboard.md	1	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-01-oh-my-opencode-slim/deep-research-strategy.md	1	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-02-opencode-swarm-main/deep-research-config.json	4	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-02-opencode-swarm-main/deep-research-strategy.md	1	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-03-internal-agent-inventory/research/deep-research-config.json	4	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-03-internal-agent-inventory/research/deep-research-strategy.md	3	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-03-internal-agent-inventory/research/findings-registry.json	89	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-03-internal-agent-inventory/research/iterations/iteration-001.md	3	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-03-internal-agent-inventory/research/iterations/iteration-003.md	13	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-03-internal-agent-inventory/research/prompts/iteration-3.md	1	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/059-agent-implement-code/research/stream-03-internal-agent-inventory/research/research.md	6	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/060-sk-agent-improver-test-report-alignment/001-deep-research-recommendations/graph-metadata.json	2	spec-folder-active	003
.opencode/specs/skilled-agent-orchestration/060-sk-agent-improver-test-report-alignment/001-deep-research-recommendations/research/run-log.txt	10	spec-folder-active	003
